fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,kickReturnYards,kickReturnTDs,kickReturns,team,home_away,points,game_id,season,week,season_type
0,2,129,0,8,4,9,,,,24,1-9,2-4,468,307,21-29,10.6,162,36,4.5,0-0,0,0,0,17:07,,,,UTEP,home,45,253162638,2005,11,regular
1,0,0,0,1,1,1,,,,14,4-11,0-4,226,172,18-34,4.8,64,20,3.2,0-0,0,0,0,13:18,,,,Florida International,away,7,253160309,2005,11,regular
0,4,0,0,1,0,4,,,,30,4-10,2-2,413,105,11-13,8.1,308,65,4.7,0-0,1,1,0,23:30,,,,Louisiana,home,28,253160309,2005,11,regular
0,0,50,0,3,0,3,,,,13,2-14,0-0,167,124,12-23,4.3,69,32,2.2,0-0,1,0,1,17:18,,,,Troy,away,3,253162032,2005,11,regular
0,0,60,0,7,0,9,4,0,1,13,7-18,0-0,244,118,9-20,5.8,127,44,2.9,0-0,0,0,0,19:01,,,,Arkansas State,home,9,253162032,2005,11,regular
1,1,,,,1,5,,,,27,5-14,2-2,381,270,24-39,6.3,136,34,4.0,0-0,2,2,0,17:24,,,,Temple,away,17,253232426,2005,12,regular
2,4,0,0,2,0,8,,,,27,6-14,3-3,495,126,4-11,10.9,375,63,6.0,0-0,1,1,0,19:17,,,,Navy,home,38,253232426,2005,12,regular
0,2,19,1,2,1,7,17,0,4,16,4-13,0-0,293,105,10-20,5.3,188,39,4.8,0-0,1,1,0,16:12,,,,Penn State,away,31,253230127,2005,12,regular
1,2,15,0,3,1,2,,,,23,8-15,0-1,401,254,23-36,6.5,168,42,4.0,0-0,4,0,4,20:31,,,,Michigan State,home,22,253230127,2005,12,regular
0,3,15,0,1,2,8,16,0,1,36,9-15,2-3,596,258,25-31,7.7,356,61,5.8,0-0,0,0,0,19:45,,,,Northwestern,away,38,253230356,2005,12,regular
0,1,,,,2,3,,,,24,10-17,2-3,440,249,20-35,6.9,199,43,4.6,0-0,1,0,1,17:00,,,,Illinois,home,21,253230356,2005,12,regular
0,2,0,0,1,1,4,60,1,1,24,6-15,0-2,444,315,26-46,6.8,129,34,3.8,0-0,2,0,2,18:24,,,,Minnesota,away,28,253232294,2005,12,regular
0,2,16,0,1,5,10,16,0,2,28,7-13,0-1,613,377,20-34,11.1,236,40,5.9,0-0,1,0,1,18:30,,,,Iowa,home,52,253232294,2005,12,regular
0,2,-32,0,3,1,7,,,,25,6-12,0-0,418,311,27-37,8.1,118,35,3.4,0-0,3,3,0,19:00,,,,Ohio State,away,25,253230130,2005,12,regular
3,1,,,,1,7,,,,17,5-13,1-2,255,229,25-37,6.0,32,24,1.3,0-0,0,0,0,17:02,,,,Michigan,home,21,253230130,2005,12,regular
0,2,-6,0,3,0,2,12,0,1,20,4-11,0-1,314,212,12-27,6.3,145,39,3.7,0-0,5,2,3,13:51,,,,Indiana,home,14,253230084,2005,12,regular
2,5,29,0,4,0,11,0,0,3,22,8-17,0-0,423,126,14-27,4.6,299,51,5.9,0-0,1,0,1,22:27,,,,Purdue,away,41,253230084,2005,12,regular
1,2,80,0,4,3,6,,,,26,4-14,3-3,427,324,27-45,7.0,110,32,3.4,0-0,6,2,4,09:00,,,,Fresno State,away,42,253230030,2005,12,regular
2,5,16,0,2,1,14,84,0,4,25,6-13,0-0,508,209,22-33,6.1,308,36,8.6,0-0,1,1,0,09:00,,,,USC,home,50,253230030,2005,12,regular
1,1,10,0,5,2,8,,,,27,8-17,1-1,507,309,21-35,8.1,224,47,4.8,0-0,1,1,0,22:31,,,,Washington State,away,26,253230264,2005,12,regular
1,1,-2,0,2,2,2,,,,12,5-15,1-2,327,230,14-28,8.1,99,28,3.5,0-0,1,1,0,14:09,,,,Washington,home,22,253230264,2005,12,regular
2,2,9,0,6,2,3,,,,19,4-12,0-0,365,152,11-19,7.3,226,43,5.3,0-0,1,0,1,17:07,,,,California,away,27,253230024,2005,12,regular
0,0,8,0,3,0,3,2,0,1,18,6-17,0-1,244,298,24-37,6.2,16,37,0.4,0-0,2,2,0,19:33,,,,Stanford,home,3,253230024,2005,12,regular
2,3,0,0,1,3,8,69,1,4,25,6-11,0-1,402,273,18-30,8.7,140,36,3.9,0-0,0,0,0,14:00,,,,Oregon,home,56,253232483,2005,12,regular
0,1,4,0,4,1,2,,,,18,10-21,0-4,297,202,23-44,4.0,119,41,2.9,0-0,6,2,4,22:25,,,,Oregon State,away,14,253232483,2005,12,regular
0,1,22,0,4,2,10,16,1,1,20,6-17,2-3,420,292,22-38,7.5,134,36,3.7,0-0,0,0,0,19:34,,,,Notre Dame,home,34,253230087,2005,12,regular
0,0,15,0,3,1,4,,,,11,3-15,2-3,221,99,9-22,3.5,143,38,3.8,0-0,1,0,1,17:07,,,,Syracuse,away,10,253230087,2005,12,regular
1,1,2,0,4,3,4,32,0,1,19,7-17,0-2,446,277,23-39,6.9,178,40,4.4,0-0,2,1,1,16:12,,,,Missouri,away,28,253232306,2005,12,regular
1,2,90,1,5,1,4,45,1,1,19,2-16,2-2,342,130,12-24,4.9,224,47,4.8,0-0,2,1,1,20:30,,,,Kansas State,home,36,253232306,2005,12,regular
0,2,10,0,2,1,3,9,0,2,21,5-15,3-5,280,118,12-26,4.5,162,45,3.6,0-0,0,0,0,19:34,,,,Oklahoma,away,21,253232641,2005,12,regular
0,1,25,0,3,2,5,,,,23,3-11,2-2,376,260,24-37,6.3,144,31,4.6,0-0,2,0,2,17:06,,,,Texas Tech,home,23,253232641,2005,12,regular
4,3,48,0,3,1,14,46,1,4,15,5-19,0-1,318,307,22-35,7.8,46,40,1.1,0-0,1,1,0,19:31,,,,Baylor,home,44,253230239,2005,12,regular
1,1,18,0,4,4,4,,,,27,7-13,1-1,473,401,29-50,7.7,90,31,2.9,0-0,8,4,4,16:14,,,,Oklahoma State,away,34,253230239,2005,12,regular
0,2,21,0,5,2,10,,,,20,7-17,0-2,485,318,27-48,6.4,176,31,5.7,0-0,1,1,0,16:54,,,,BYU,home,34,253230252,2005,12,regular
1,1,14,0,3,4,11,,,,24,7-16,0-0,491,257,17-35,6.9,251,44,5.7,0-0,0,0,0,19:21,,,,Utah,away,41,253230252,2005,12,regular
2,2,18,0,2,1,9,,,,21,7-16,0-1,357,186,16-28,6.0,190,41,4.6,0-0,1,0,1,13:16,,,,UNLV,home,27,253232439,2005,12,regular
0,3,85,1,4,0,7,1,0,1,20,7-14,1-2,329,212,17-27,7.2,135,41,3.3,0-0,2,2,0,11:28,,,,Colorado State,away,31,253232439,2005,12,regular
0,2,13,0,5,0,10,49,1,3,22,4-12,1-2,425,211,17-29,7.3,214,42,5.1,0-0,3,1,2,17:45,,,,San Diego State,home,34,253230021,2005,12,regular
1,3,0,0,1,0,3,25,0,2,20,8-19,0-3,397,370,37-55,6.3,51,28,1.8,0-0,3,0,3,18:56,,,,Wyoming,away,21,253230021,2005,12,regular
0,4,28,0,3,1,10,10,0,2,21,5-15,1-1,464,197,11-15,12.4,278,59,4.7,0-0,0,0,0,19:17,,,,Air Force,away,42,253230167,2005,12,regular
0,2,4,0,3,1,4,,,,24,3-14,1-4,389,174,16-29,5.6,227,46,4.9,0-0,2,0,2,17:23,,,,New Mexico,home,24,253230167,2005,12,regular
0,1,21,0,3,1,6,50,1,1,8,1-7,0-0,238,91,6-11,7.7,153,31,4.9,0-0,1,0,1,13:07,,,,NC State,home,24,253230152,2005,12,regular
0,0,57,0,3,0,3,0,0,1,18,10-22,0-2,278,247,23-37,6.2,50,39,1.3,0-0,1,0,1,23:33,,,,Middle Tennessee,away,3,253230152,2005,12,regular
1,1,4,0,4,2,6,7,0,2,19,9-20,0-0,399,218,16-33,6.6,181,46,3.9,0-0,3,2,1,19:30,,,,Louisiana Monroe,away,24,253230249,2005,12,regular
2,1,25,0,3,1,7,8,0,1,18,4-15,1-2,363,257,19-38,6.4,121,35,3.5,0-0,3,1,2,16:17,,,,North Texas,home,19,253230249,2005,12,regular
1,2,24,0,6,0,7,1,1,3,18,3-12,0-2,451,241,16-24,9.6,221,44,5.0,0-0,4,3,1,16:51,,,,Boston College,away,31,253230120,2005,12,regular
3,1,6,0,1,1,4,1,0,1,24,7-18,0-1,363,259,25-46,5.0,133,39,3.4,0-0,4,1,3,19:49,,,,Maryland,home,16,253230120,2005,12,regular
0,0,4,0,3,2,4,,,,17,1-11,1-2,362,295,20-31,8.8,89,30,3.0,0-0,2,1,1,11:28,,,,Cincinnati,away,16,253230058,2005,12,regular
1,3,78,0,5,0,,26,1,1,19,8-19,1-2,345,184,12-21,7.4,190,52,3.7,0-0,0,0,0,00:00,,,,South Florida,home,31,253230058,2005,12,regular
0,1,11,0,3,3,4,0,0,1,22,4-13,3-4,451,214,8-16,13.4,237,49,4.8,0-0,2,0,2,17:24,,,,Rice,home,28,253230242,2005,12,regular
0,1,82,1,3,2,,61,0,2,23,6-14,3-3,354,215,19-29,7.1,149,40,3.7,0-0,1,0,1,18:41,,,,UCF,away,31,253230242,2005,12,regular
1,1,15,0,5,2,4,0,0,1,17,6-15,2-3,391,297,22-40,7.4,94,26,3.6,0-0,2,0,2,15:29,,,,Southern Mississippi,home,22,253232572,2005,12,regular
0,2,0,0,1,1,6,38,0,2,25,5-13,0-1,420,157,12-19,8.3,263,61,4.3,0-0,2,1,1,20:36,,,,Memphis,away,24,253232572,2005,12,regular
2,2,42,0,3,2,5,60,0,1,22,9-14,0-1,390,193,26-35,5.5,199,34,5.9,0-0,2,1,1,18:24,,,,Marshall,home,29,253230276,2005,12,regular
1,4,18,0,2,0,10,0,0,1,25,4-9,0-0,464,240,17-25,8.8,245,45,5.4,0-0,3,2,1,18:48,,,,East Carolina,away,34,253230276,2005,12,regular
1,1,22,0,2,1,2,,,,14,7-15,1-4,270,242,18-35,6.1,58,28,2.1,0-0,3,1,2,16:44,,,,Tulane,home,14,253232655,2005,12,regular
1,2,24,0,3,3,8,0,0,2,23,5-11,1-1,426,313,16-25,11.2,145,40,3.6,0-0,1,1,0,19:55,,,,Tulsa,away,38,253232655,2005,12,regular
2,6,180,1,7,1,10,63,1,3,19,3-10,0-2,457,233,9-25,8.1,254,34,7.5,0-0,4,1,3,13:10,,,,Boise State,home,70,253230068,2005,12,regular
1,2,7,0,3,3,5,7,0,3,24,4-17,1-4,429,377,34-62,5.8,72,30,2.4,0-0,5,2,3,23:19,,,,Idaho,away,35,253230068,2005,12,regular
0,1,27,0,3,0,7,,,,13,6-18,1-1,199,121,18-33,3.0,99,31,3.2,0-0,1,1,0,20:33,,,,Kentucky,away,13,253230061,2005,12,regular
1,1,35,0,5,5,9,,,,21,0-10,3-4,395,242,22-38,5.9,169,31,5.5,0-0,0,0,0,16:23,,,,Georgia,home,45,253230061,2005,12,regular
0,1,-4,0,3,3,4,23,0,2,21,5-14,0-0,364,341,27-39,8.1,49,28,1.8,0-0,0,0,0,18:41,,,,Vanderbilt,away,28,253232633,2005,12,regular
0,2,76,0,6,1,6,,,,19,3-15,1-3,376,127,11-26,4.8,251,47,5.3,0-0,2,0,2,17:32,,,,Tennessee,home,24,253232633,2005,12,regular
2,1,10,0,2,0,7,7,0,2,19,9-14,0-0,347,176,17-26,6.6,175,40,4.4,0-0,4,2,2,19:08,,,,Clemson,away,13,253232579,2005,12,regular
2,0,2,0,2,0,9,1,0,2,17,3-12,0-1,347,184,16-29,6.2,167,33,5.1,0-0,5,2,3,17:31,,,,South Carolina,home,9,253232579,2005,12,regular
0,2,-4,0,6,2,4,,,,13,3-11,0-0,257,121,14-21,5.6,139,35,4.0,0-0,1,1,0,16:58,,,,Auburn,home,28,253230002,2005,12,regular
1,2,33,0,2,0,4,,,,11,3-16,0-1,188,236,16-29,5.3,33,37,0.9,0-0,0,0,0,19:42,,,,Alabama,away,18,253230002,2005,12,regular
0,2,32,0,7,3,8,32,0,2,19,5-12,0-1,380,213,15-26,7.8,177,41,4.3,0-0,2,1,1,20:37,,,,LSU,away,40,253230145,2005,12,regular
1,0,0,0,2,1,1,0,0,1,10,2-14,2-2,175,179,20-38,4.4,7,22,0.3,0-0,2,0,2,15:36,,,,Ole Miss,home,7,253230145,2005,12,regular
4,2,23,0,3,2,14,0,0,1,19,6-14,1-2,379,147,14-26,5.1,247,45,5.5,0-0,2,0,2,18:44,,,,Arkansas,home,44,253230008,2005,12,regular
0,1,0,0,2,0,4,44,0,2,11,1-13,2-3,183,133,11-27,2.9,106,33,3.2,0-0,5,4,1,17:42,,,,Mississippi State,away,10,253230008,2005,12,regular
1,0,29,0,3,2,6,,,,18,4-12,1-1,319,242,19-27,8.4,93,39,2.4,0-0,1,0,1,18:46,,,,Utah State,home,24,253230328,2005,12,regular
0,2,1,0,2,2,6,20,0,1,19,9-16,1-1,341,153,12-19,7.7,195,45,4.3,0-0,1,1,0,17:18,,,,Nevada,away,30,253230328,2005,12,regular
0,2,4,0,5,0,9,39,1,2,23,7-17,0-0,479,228,20-34,6.5,257,49,5.2,0-0,0,0,0,20:54,,,,San José State,home,27,253230023,2005,12,regular
0,0,0,0,2,1,4,,,,18,6-18,1-4,376,389,40-64,5.7,10,17,0.6,0-0,2,0,2,15:46,,,,New Mexico State,away,10,253230023,2005,12,regular
2,1,,,,4,,49,0,5,17,10-19,0-1,306,190,22-35,5.2,123,42,2.9,0-0,3,1,2,22:03,,,,Bowling Green,away,42,253190193,2005,12,regular
1,0,,,,2,2,28,0,2,12,2-13,1-7,190,288,17-37,6.9,-64,27,-2.4,0-0,7,2,5,14:21,,,,Miami (OH),home,14,253190193,2005,12,regular
0,2,56,0,8,1,9,18,0,1,21,6-17,2-2,498,270,22-32,8.4,228,44,5.2,0-0,2,1,1,22:00,,,,Akron,home,27,253192006,2005,12,regular
1,0,,,,0,3,0,0,1,7,1-12,0-0,110,121,10-19,5.2,11,27,0.4,0-0,1,0,1,14:04,,,,Ohio,away,3,253192006,2005,12,regular
2,3,7,0,2,2,5,50,0,3,18,7-15,0-0,338,212,21-30,5.9,162,43,3.8,0-0,1,0,1,20:19,,,,Northern Illinois,away,35,253202649,2005,12,regular
0,1,3,0,4,1,5,17,0,1,18,5-17,1-4,313,174,15-35,4.7,147,37,4.0,0-0,5,2,3,16:04,,,,Toledo,home,17,253202649,2005,12,regular
0,0,49,1,6,3,7,24,0,1,20,3-15,0-4,437,327,23-42,7.8,110,33,3.3,0-0,0,0,0,16:24,,,,Central Michigan,away,31,253232050,2005,12,regular
0,1,,,,1,6,,,,20,8-19,0-3,355,337,23-38,7.4,74,43,1.7,0-0,1,0,1,19:49,,,,Ball State,home,24,253232050,2005,12,regular
0,0,21,0,4,2,2,,,,24,5-14,1-2,441,279,25-41,6.6,172,39,4.4,0-0,5,0,5,21:37,,,,Buffalo,home,14,253232084,2005,12,regular
0,2,19,0,2,2,8,74,1,5,17,6-12,0-0,316,155,15-28,5.3,169,31,5.5,0-0,0,0,0,14:31,,,,Eastern Michigan,away,38,253232084,2005,12,regular
0,2,-9,0,1,0,2,0,0,1,17,2-10,1-3,254,150,17-30,4.7,114,30,3.8,0-0,3,1,2,13:37,,,,Virginia,home,14,253230258,2005,12,regular
1,5,15,0,3,2,10,34,0,2,26,5-13,3-3,503,170,15-21,8.1,333,55,6.1,0-0,1,0,1,23:03,,,,Virginia Tech,away,52,253230258,2005,12,regular
0,2,-23,0,5,0,2,0,0,1,20,4-17,0-0,279,171,11-30,5.3,120,44,2.7,0-0,1,1,0,21:11,,,,Georgia Tech,away,14,253232390,2005,12,regular
1,0,20,0,6,1,4,,,,11,1-14,0-2,237,255,14-31,6.7,30,30,1.0,0-0,1,0,1,15:29,,,,Miami,home,10,253232390,2005,12,regular
3,3,36,0,5,0,3,,,,11,7-18,0-2,244,198,11-30,5.4,81,38,2.1,0-0,3,0,3,17:50,,,,Duke,away,21,253230153,2005,12,regular
0,2,40,0,5,1,6,3,0,3,26,4-14,1-2,401,282,15-34,7.0,163,46,3.5,0-0,3,3,0,18:50,,,,North Carolina,home,24,253230153,2005,12,regular
1,1,32,0,4,0,4,,,,16,6-16,0-3,290,130,17-30,4.2,165,39,4.2,0-0,3,1,2,18:11,,,,Arkansas State,away,10,253230349,2005,12,regular
1,4,17,0,5,1,8,16,0,2,18,3-12,2-2,377,77,5-10,7.7,300,55,5.5,0-0,1,1,0,18:29,,,,Army,home,38,253230349,2005,12,regular
1,4,-2,0,2,1,8,,,,24,8-15,0-0,492,324,22-36,9.0,168,36,4.7,0-0,1,1,0,04:06,,,,Florida International,home,38,253232229,2005,12,regular
1,2,55,0,2,3,5,,,,19,6-12,0-2,347,125,11-14,8.9,222,44,5.0,0-0,1,1,0,12:53,,,,Western Kentucky,away,35,253232229,2005,12,regular
0,0,3,0,1,3,6,,,,23,4-14,2-3,446,442,33-54,7.5,43,17,2.5,0-0,2,1,1,16:37,,,,Hawai'i,home,24,253290062,2005,13,regular
1,3,0,0,2,2,11,9,0,1,24,6-12,1-3,440,191,12-16,11.9,249,53,4.7,0-0,0,0,0,20:03,,,,Wisconsin,away,41,253290062,2005,13,regular
0,0,21,0,6,1,,,,,22,7-17,0-2,377,222,18-27,7.9,164,50,3.3,0-0,1,0,1,19:31,,,,Arizona,away,20,253290009,2005,13,regular
0,1,84,1,2,0,7,0,0,1,21,4-13,0-1,369,253,18-37,6.6,123,30,4.1,0-0,0,0,0,17:09,,,,Arizona State,home,23,253290009,2005,13,regular
0,2,34,0,7,3,6,,,,30,8-15,0-1,663,443,25-38,11.4,231,50,4.6,0-0,2,0,2,21:15,,,,Notre Dame,away,38,253300024,2005,13,regular
0,0,,,,2,7,8,0,2,14,1-11,0-2,336,402,23-36,9.6,-11,25,-0.4,0-0,0,0,0,15:08,,,,Stanford,home,31,253300024,2005,13,regular
1,3,52,0,8,2,11,10,0,2,21,4-12,0-0,505,322,17-29,9.8,220,40,5.5,0-0,4,2,2,17:01,,,,Louisville,home,41,253300097,2005,13,regular
2,1,39,0,4,1,5,6,0,2,14,5-17,0-0,302,288,19-41,6.3,43,28,1.5,0-0,3,1,2,19:38,,,,Syracuse,away,17,253300097,2005,13,regular
3,4,21,0,1,1,9,40,1,2,23,4-10,0-1,492,41,4-10,4.1,451,62,7.3,0-0,1,0,1,20:30,,,,West Virginia,home,45,253280277,2005,13,regular
0,0,5,0,1,2,1,6,0,1,20,7-15,0-2,430,317,24-43,7.2,122,31,3.9,0-0,5,3,2,16:23,,,,Pittsburgh,away,13,253280277,2005,13,regular
0,0,8,0,1,1,3,1,0,1,14,2-12,2-2,146,251,15-24,7.0,-23,28,-0.8,0-0,2,2,0,15:12,,,,Cincinnati,away,9,253300164,2005,13,regular
2,4,8,0,3,1,14,,,,29,9-14,1-1,574,250,16-26,9.1,337,50,6.7,0-0,1,0,1,21:02,,,,Rutgers,home,44,253300164,2005,13,regular
0,0,29,0,2,0,3,,,,13,3-15,1-1,212,192,20-40,4.0,53,20,2.7,0-0,1,0,1,13:22,,,,Colorado,home,3,253290038,2005,13,regular
0,1,37,0,6,2,12,0,0,1,28,11-21,0-0,497,422,27-48,8.2,105,42,2.5,0-0,0,0,0,23:22,,,,Nebraska,away,30,253290038,2005,13,regular
0,1,,,,2,3,5,0,3,17,6-16,0-0,313,265,18-34,7.6,56,36,1.6,0-0,1,0,1,17:09,,,,Iowa State,away,21,253302305,2005,13,regular
0,1,56,0,4,1,10,45,0,1,20,8-19,1-3,377,256,24-43,5.9,123,38,3.2,0-0,3,0,3,19:05,,,,Kansas,home,24,253302305,2005,13,regular
3,3,0,0,3,1,5,17,0,1,22,3-14,0-1,395,171,10-24,4.9,277,52,5.3,0-0,4,3,1,21:18,,,,Texas A&M,home,29,253290245,2005,13,regular
3,3,25,1,3,1,10,-2,0,1,18,6-15,1-1,336,195,13-24,6.8,174,42,4.1,0-0,4,3,1,15:23,,,,Texas,away,40,253290245,2005,13,regular
0,2,3,0,4,0,2,31,0,1,7,1-14,0-1,139,159,10-27,4.7,13,32,0.4,0-0,3,2,1,15:01,,,,Oklahoma State,away,14,253300201,2005,13,regular
2,3,13,0,7,3,6,0,0,1,17,6-16,0-1,560,206,13-21,9.8,354,43,8.2,0-0,1,0,1,21:23,,,,Oklahoma,home,42,253300201,2005,13,regular
0,0,52,0,3,1,1,,,,17,2-11,0-3,304,247,18-32,7.2,74,29,2.6,0-0,2,0,2,15:45,,,,Troy,home,7,253302653,2005,13,regular
0,2,,,,0,5,3,0,2,16,6-17,0-1,271,168,18-27,5.4,125,45,2.8,0-0,0,0,0,20:51,,,,Middle Tennessee,away,17,253302653,2005,13,regular
0,3,13,0,3,1,7,48,0,2,18,5-16,0-0,442,218,13-31,6.6,237,39,6.1,0-0,0,0,0,16:13,,,,Arkansas State,away,31,253300249,2005,13,regular
0,1,53,0,3,2,6,,,,20,7-20,2-4,393,250,22-38,5.7,175,48,3.6,0-0,2,0,2,20:27,,,,North Texas,home,24,253300249,2005,13,regular
2,0,76,0,7,1,,,,,11,5-16,0-1,251,202,10-26,6.5,83,40,2.1,0-0,5,2,3,17:43,,,,South Florida,away,10,253300041,2005,13,regular
2,1,-5,0,4,0,1,18,0,3,12,5-18,0-1,241,102,8-26,3.1,160,41,3.9,0-0,2,2,0,18:43,,,,Connecticut,home,15,253300041,2005,13,regular
3,1,9,0,3,0,8,28,1,2,14,3-14,0-1,186,146,12-19,5.9,73,42,1.7,0-0,1,0,1,18:11,,,,NC State,home,20,253300152,2005,13,regular
0,1,21,0,5,1,2,6,0,1,18,6-14,1-1,265,289,20-35,6.7,30,33,0.9,0-0,5,3,2,18:30,,,,Maryland,away,14,253300152,2005,13,regular
0,0,44,0,4,0,3,,,,14,4-14,1-2,154,131,11-23,4.2,57,36,1.6,0-0,5,5,0,17:32,,,,Marshall,away,3,253300235,2005,13,regular
5,2,12,0,4,0,14,,,,15,2-13,1-1,240,6,1-8,-0.4,243,54,4.5,0-0,0,0,0,18:59,,,,Memphis,home,26,253300235,2005,13,regular
0,0,34,0,3,1,1,,,,17,2-11,1-2,266,177,11-27,5.7,111,32,3.5,0-0,2,0,2,14:25,,,,Tulane,away,7,253302572,2005,13,regular
0,1,0,0,2,1,14,5,0,2,15,10-18,0-1,412,276,18-30,9.2,136,38,3.6,0-0,0,0,0,15:44,,,,Southern Mississippi,home,26,253302572,2005,13,regular
0,2,39,0,6,0,11,,,,22,6-16,0-1,408,288,23-43,6.5,130,31,4.2,0-0,3,0,3,13:33,,,,UAB,away,23,253300151,2005,13,regular
0,2,8,0,4,2,7,51,0,3,25,7-16,0-0,421,297,21-33,8.7,135,41,3.3,0-0,0,0,0,12:36,,,,East Carolina,home,31,253300151,2005,13,regular
1,1,24,0,4,1,4,,,,23,6-13,1-2,399,110,8-17,6.5,289,58,5.0,0-0,6,3,3,17:05,,,,Rice,away,18,253300248,2005,13,regular
3,4,,,,1,5,4,0,3,27,5-12,0-0,495,228,16-25,8.9,273,50,5.5,0-0,1,1,0,19:35,,,,Houston,home,35,253300248,2005,13,regular
0,1,,,,3,3,,,,28,7-15,0-0,455,405,27-46,7.8,95,32,3.0,0-0,9,5,4,16:02,,,,UTEP,away,27,253302567,2005,13,regular
5,1,4,0,2,3,16,38,0,4,21,4-18,2-2,440,211,18-32,6.6,229,46,5.0,0-0,0,0,0,20:38,,,,SMU,home,40,253302567,2005,13,regular
0,1,10,0,2,2,8,35,0,4,20,2-13,1-1,342,154,8-17,8.1,204,51,4.0,0-0,1,0,1,18:31,,,,San José State,home,26,253300023,2005,13,regular
0,2,6,0,5,0,2,21,0,1,15,7-18,1-2,300,144,14-34,4.0,165,38,4.3,0-0,4,0,4,18:07,,,,Idaho,away,18,253300023,2005,13,regular
1,2,-2,0,1,2,4,,,,23,7-15,2-2,397,157,10-17,8.1,260,54,4.8,0-0,0,0,0,20:16,,,,Boise State,away,30,253302348,2005,13,regular
0,0,28,0,3,1,7,,,,17,3-12,1-1,236,197,17-32,5.6,56,25,2.2,0-0,1,1,0,16:34,,,,Louisiana Tech,home,13,253302348,2005,13,regular
0,0,11,0,5,1,1,0,0,1,20,6-16,0-0,327,165,18-35,4.4,172,37,4.6,0-0,3,1,2,20:50,,,,Georgia Tech,home,7,253300059,2005,13,regular
1,1,79,0,7,1,2,53,0,2,13,4-15,0-0,266,217,15-34,5.8,68,30,2.3,0-0,1,0,1,15:49,,,,Georgia,away,14,253300059,2005,13,regular
1,0,1,0,2,1,1,13,0,1,19,3-11,0-1,334,316,24-42,6.8,49,28,1.8,0-0,4,2,2,17:14,,,,Florida State,away,7,253300057,2005,13,regular
2,1,0,0,1,2,10,26,0,2,17,3-12,1-1,284,223,19-28,7.5,73,33,2.2,0-0,2,1,1,19:26,,,,Florida,home,34,253300057,2005,13,regular
4,0,26,0,4,0,6,,,,16,7-18,0-2,223,214,27-41,4.3,46,33,1.4,0-0,4,1,3,19:36,,,,Kentucky,home,8,253300096,2005,13,regular
1,0,-1,0,2,2,9,7,1,3,16,4-13,1-3,371,247,17-25,8.8,150,38,3.9,0-0,4,4,0,17:03,,,,Tennessee,away,27,253300096,2005,13,regular
0,3,22,0,4,2,5,44,0,4,23,7-15,1-1,409,105,11-20,5.3,304,56,5.4,0-0,1,0,1,21:20,,,,Mississippi State,home,35,253300344,2005,13,regular
0,0,1,0,1,2,2,0,0,1,12,3-10,0-0,189,199,15-24,6.6,31,25,1.2,0-0,4,0,4,15:17,,,,Ole Miss,away,14,253300344,2005,13,regular
0,1,0,0,5,1,5,20,0,1,16,4-14,0-0,302,208,13-29,6.7,108,37,2.9,0-0,3,1,2,19:14,,,,LSU,home,19,253290099,2005,13,regular
1,1,0,0,5,1,3,0,0,2,12,3-17,1-3,241,226,14-30,6.9,35,34,1.0,0-0,1,0,1,17:16,,,,Arkansas,away,17,253290099,2005,13,regular
0,0,7,0,3,4,7,,,,28,4-12,1-2,538,412,30-45,9.0,133,28,4.8,0-0,2,1,1,23:33,,,,Fresno State,away,35,253302440,2005,13,regular
1,4,,,,1,8,27,0,1,22,6-13,1-1,424,211,15-22,8.6,235,47,5.0,0-0,0,0,0,18:34,,,,Nevada,home,38,253302440,2005,13,regular
2,1,1,0,2,2,6,1,0,1,22,6-13,0-1,395,190,14-20,9.1,213,50,4.3,0-0,1,0,1,18:37,,,,Utah State,away,24,253300166,2005,13,regular
0,1,2,0,1,2,3,0,0,1,25,7-17,1-3,423,332,30-49,6.2,117,37,3.2,0-0,3,2,1,17:43,,,,New Mexico State,home,21,253300166,2005,13,regular
0,1,9,0,3,0,1,8,0,1,9,4-16,0-0,185,40,5-22,1.3,157,37,4.2,0-0,2,1,1,16:45,,,,Ohio,home,7,253250195,2005,13,regular
1,2,64,1,3,2,8,40,0,1,25,8-19,1-3,421,297,22-44,6.8,124,41,3.0,0-0,1,0,1,19:56,,,,Miami (OH),away,38,253250195,2005,13,regular
1,1,0,0,1,2,5,32,0,1,11,5-17,2-6,227,66,7-18,3.7,161,46,3.5,0-0,0,0,0,20:59,,,,Akron,home,35,253282006,2005,13,regular
0,0,,,,0,3,,,,8,3-15,0-2,116,12,4-12,0.6,109,45,2.4,0-0,2,1,1,15:11,,,,Kent State,away,3,253282006,2005,13,regular
1,2,0,0,1,3,,,,,31,5-13,0-1,495,322,25-43,7.3,180,34,5.3,0-0,0,0,0,15:41,,,,Bowling Green,home,41,253260189,2005,13,regular
0,2,0,0,1,4,8,,,,29,8-18,1-3,582,306,23-36,8.3,284,52,5.5,0-0,1,1,0,20:10,,,,Toledo,away,44,253260189,2005,13,regular
